clean_number,event_number,axis_scatter,numb_pix,energy,size,Xc[0],Yc[0],con2,length[0],width[0],dist[0],dist[1],azwidth[1],miss[1],alpha[0],alpha[1],a_axis[0],b_axis[0],x_max_coord,y_max_coord,skewness,kurtosis,edge,source_x,source_y,x_ground,y_ground,tel_tet,tel_fi,source_tet,source_fi,Xmax,num_islands,con_selected_island
531,214,4,9,21.9945,435.211,-1.3631,0.510034,0.47221,0.431012,0.12195,1.45539,1.45557,0.122965,0.0555191,2.18336,2.18594,-0.418265,-0.498355,-0.9045,0.313328,0.600708,49.4605,0,0.000187049,-3.9129e-10,-117.153,-187.158,0.662701,6.18231,0.662701,-0.100867,400.307,1,1
532,215,1,17,128.098,920.202,-1.61718,1.68948,0.29227,0.66408,0.14002,2.33872,2.33862,0.140249,0.028898,0.70544,0.708012,-1.01928,0.340926,-1.809,1.87997,0.618316,320.417,1,-0.000145326,-2.86873e-10,36.0927,-368.544,0.571137,7.27284,0.571137,0.989653,367.764,2,0.975383
533,215,3,17,128.098,397.147,-0.934667,-2.97468,0.303699,0.694866,0.157782,3.11807,3.11802,0.158847,0.0846044,1.55231,1.55485,2.90497,-2.15178,-0.9045,-2.81995,-0.0396409,302.541,1,-0.000145326,-2.86873e-10,443.725,398.41,0.571137,7.27284,0.571137,0.989653,367.764,1,1
534,215,4,8,128.098,174.012,1.89159,-2.64606,0.497374,0.47787,0.0954523,3.25265,3.25274,0.10566,0.314754,5.55088,5.55297,-1.73143,5.21632,1.9899,-2.81995,-0.17608,77.6622,1,-0.000145326,-2.86873e-10,30.5522,651.361,0.571137,7.27284,0.571137,0.989653,367.764,1,1
535,215,8,9,128.098,181.52,2.373,-2.4575,0.36418,0.434028,0.140187,3.4162,3.4163,0.141312,0.147989,2.4845,2.48275,-0.949554,-1.69333,1.9899,-2.19329,0.00488809,45.2339,1,-0.000145326,-2.86873e-10,-64.7162,641.865,0.571137,7.27284,0.571137,0.989653,367.764,1,1
536,216,8,12,40.4062,488.476,1.66569,0.709553,0.451169,0.530708,0.122958,1.81052,1.81035,0.125053,0.0799301,2.52815,2.53053,0.374778,0.707189,1.4472,0.626656,0.677591,124.596,0,0.000192493,-3.9537e-10,-112.392,261.57,0.685623,6.17484,0.685623,-0.108337,379.485,1,1
537,217,0,10,29.7042,1031.62,0.372314,0.0397644,0.724451,0.202008,0.138123,0.374431,0.374264,0.138699,0.03206,4.91132,4.91406,0.0206842,0.265865,0.3618,0,0.844809,4.89337,0,0.000168501,-3.72173e-10,13.9538,41.7073,0.587448,5.67772,0.587448,-0.605457,341.971,1,1
538,217,9,9,29.7042,326.133,-0.8875,-1.64954,0.488147,0.425712,0.114373,1.87314,1.87322,0.11701,0.112842,3.44902,3.45355,2.16098,2.22494,-0.7236,-1.25331,0.113757,39.2828,0,0.000168501,-3.72173e-10,177.727,-292.253,0.587448,5.67772,0.587448,-0.605457,341.971,1,1
539,218,0,14,40.7104,1794.61,0.182114,1.00016,0.675962,0.347899,0.111659,1.0166,1.01663,0.113819,0.068088,3.84888,3.84022,3.9611,2.31164,0.1809,0.939984,0.995197,35.6247,0,-0.000156341,-2.98426e-10,-161.057,-115.763,0.62065,7.05851,0.62065,0.775323,363.378,1,1
540,218,1,6,40.7104,100.407,-0.0950866,2.39117,0.547542,0.281932,0.17825,2.39306,2.39305,0.178259,0.0187986,0.446351,0.450091,-21.0213,3.25316,0,2.50662,-0.0446368,8.11895,0,-0.000156341,-2.98426e-10,-385.01,-387.228,0.62065,7.05851,0.62065,0.775323,363.378,1,1
541,218,3,13,40.7104,482.68,1.96495,-0.0112386,0.490607,0.630871,0.10284,1.96498,1.96514,0.103258,0.0292897,0.853979,0.854005,-0.0206272,0.242892,1.4472,0,0.690158,245.906,1,-0.000156341,-2.98426e-10,-203.151,202.789,0.62065,7.05851,0.62065,0.775323,363.378,1,1
542,218,6,10,40.7104,439.841,0.55401,1.74643,0.457022,0.449311,0.12371,1.83219,1.83224,0.128597,0.148958,4.66787,4.66321,2.44211,3.26262,0.5427,1.56664,0.118859,51.2144,0,-0.000156341,-2.98426e-10,-308.919,-175.582,0.62065,7.05851,0.62065,0.775323,363.378,2,0.937456
543,218,8,4,40.7104,196.134,-1.31923,-1.65831,0.571502,0.379962,1.56487e-06,2.11904,2.11895,0.0561605,0.313192,8.50308,8.49977,1.73205,5.19614,-1.0854,-1.25331,0.203405,21.6008,0,-0.000156341,-2.98426e-10,436.791,86.5542,0.62065,7.05851,0.62065,0.775323,363.378,1,1
544,218,9,6,40.7104,99.725,-2.77718,-0.362056,0.468869,0.440316,0.0994135,2.80068,2.80053,0.0994152,0.00387242,0.0788121,0.0792256,0.12897,-0.0322084,-2.3517,-0.313328,-0.204896,39.2529,0,-0.000156341,-2.98426e-10,379.026,-300.736,0.62065,7.05851,0.62065,0.775323,363.378,1,1
545,219,0,6,134.508,122.317,-1.1435,-3.24052,0.524416,0.448606,0.0912135,3.43636,3.43642,0.0914144,0.047382,0.792817,0.79003,2.71362,-1.14022,-1.0854,-3.13328,0.282517,46.431,1,0.000177246,-3.82135e-10,465.054,-634.734,0.622423,5.62258,0.622423,-0.660597,354.569,1,1
546,219,5,18,134.508,620.774,-2.55155,-0.235248,0.318528,0.634144,0.177118,2.56238,2.56255,0.182321,0.182001,4.07312,4.07276,0.0208519,-1.50948,-2.3517,-0.313328,0.366407,206.466,0,0.000177246,-3.82135e-10,-210.71,-343.441,0.622423,5.62258,0.622423,-0.660597,354.569,1,1
547,219,6,9,134.508,232.191,-1.39929,-2.89932,0.45758,0.464355,0.121634,3.21933,3.2194,0.123833,0.166917,2.96912,2.97196,2.37959,3.56899,-1.4472,-3.13328,0.155855,65.7736,1,0.000177246,-3.82135e-10,341.896,-585.264,0.622423,5.62258,0.622423,-0.660597,354.569,1,1
548,219,7,12,134.508,313.192,2.8296,1.18137,0.318584,0.626978,0.128363,3.06631,3.06615,0.12876,0.0504817,0.944647,0.943371,0.436999,-0.457453,2.3517,0.939984,0.0855714,175.987,0,0.000177246,-3.82135e-10,100.322,528.049,0.622423,5.62258,0.622423,-0.660597,354.569,1,1
549,220,3,5,31.1211,86.115,-2.41425,-0.657943,0.567253,0.355684,0.0898858,2.5023,2.50248,0.110263,0.464392,10.6956,10.6945,0.0795566,-3.86297,-2.5326,-0.626656,-0.405524,18.7244,0,0.000185073,-3.89627e-10,36.0056,-442.994,0.654483,6.05644,0.654483,-0.226737,381.909,2,0.675279
550,220,5,8,31.1211,142.228,-1.52866,1.82373,0.447985,0.493629,0.10812,2.37966,2.37978,0.109055,0.0704237,1.69919,1.69577,-1.1236,0.880064,-1.2663,1.56664,0.385159,79.2743,0,0.000185073,-3.89627e-10,-420.96,-160.12,0.654483,6.05644,0.654483,-0.226737,381.909,1,1
551,220,8,4,31.1211,95.794,-0.717544,-2.5849,0.646878,0.319772,0.0833935,2.68264,2.68269,0.0836714,0.0592106,1.26851,1.2647,3.31578,-1.70545,-0.7236,-2.50662,0.192169,11.5295,0,0.000185073,-3.89627e-10,498.013,-233,0.654483,6.05644,0.654483,-0.226737,381.909,1,1
552,221,1,22,115.579,1008.93,-2.17366,1.41725,0.302912,0.722805,0.173135,2.59488,2.59502,0.175706,0.110755,2.44806,2.44612,-0.592736,1.06836,-1.809,1.25331,0.185454,372.677,1,0.000160836,-3.62178e-10,-188.642,-257.612,0.557456,6.30839,0.557456,0.0252127,438.785,1,1
553,221,2,17,115.579,504.531,-3.07926,0.30695,0.284916,0.7421,0.137111,3.09452,3.09468,0.13808,0.0692811,1.28309,1.2828,-0.0771128,0.576279,-2.7135,0.313328,0.284644,380.056,1,0.000160836,-3.62178e-10,-35.541,-400.041,0.557456,6.30839,0.557456,0.0252127,438.785,1,1
554,221,5,21,115.579,1058.13,1.54395,-2.11701,0.317948,0.758608,0.145039,2.62021,2.62012,0.145298,0.0304791,0.669362,0.666521,-1.40537,0.437789,1.4472,-1.87997,0.419749,452.427,1,0.000160836,-3.62178e-10,298.893,199.022,0.557456,6.30839,0.557456,0.0252127,438.785,1,1
555,221,7,29,115.579,2659.48,-0.963806,-1.49429,0.367959,0.670537,0.167299,1.77816,1.77824,0.167854,0.0373563,1.20808,1.20373,1.4809,-0.55548,-0.7236,-1.25331,0.77673,348.622,1,0.000160836,-3.62178e-10,198.425,-108.225,0.557456,6.30839,0.557456,0.0252127,438.785,1,1
556,221,8,32,115.579,3791.49,0.39826,-1.56236,0.478492,0.640034,0.166667,1.61232,1.61228,0.167024,0.0284817,1.00667,1.01221,-3.65355,-0.88971,0.3618,-1.25331,0.948988,318.265,0,0.000160836,-3.62178e-10,204.321,50.5375,0.557456,6.30839,0.557456,0.0252127,438.785,1,1
557,221,9,20,115.579,1131.63,-0.109071,-2.41133,0.303957,0.694221,0.149725,2.41379,2.4138,0.152253,0.0983873,2.33223,2.33604,222.373,181.12,0,-1.87997,0.395109,332.815,0,0.000160836,-3.62178e-10,354.773,-4.71766,0.557456,6.30839,0.557456,0.0252127,438.785,1,1
558,223,2,15,50.1428,398.847,-2.56304,-1.04989,0.305343,0.678797,0.143269,2.76974,2.76988,0.143286,0.0090799,0.189061,0.187821,0.405777,-0.0817838,-2.3517,-0.939984,0.189789,286.228,1,0.000158133,-3.58391e-10,349.227,-55.1457,0.547011,7.26321,0.547011,0.980033,440.442,1,1
559,223,8,22,50.1428,3345.73,0.354622,1.07302,0.483879,0.432795,0.151712,1.13011,1.13006,0.151811,0.0152784,0.782279,0.774667,3.17047,-0.425319,0.1809,0.939984,1.39814,112.3,0,0.000158133,-3.58391e-10,-97.4678,-82.0032,0.547011,7.26321,0.547011,0.980033,440.442,1,1
560,224,4,26,95.7957,5199.06,0.375711,-0.768175,0.569976,0.425678,0.149114,0.855133,0.855058,0.151918,0.0623103,4.1893,4.179,-2.49087,1.39033,0.3618,-0.626656,1.21461,91.5383,0,0.000171118,-3.75321e-10,87.8069,46.2275,0.597826,6.40484,0.597826,0.121663,388.443,1,1
561,224,7,10,95.7957,189.177,2.20502,-2.37483,0.428028,0.494898,0.12887,3.24067,3.24055,0.135639,0.286967,5.0827,5.08049,-1.28948,3.88468,1.9899,-2.19329,0.413197,70.683,1,0.000171118,-3.75321e-10,437.467,428.869,0.597826,6.40484,0.597826,0.121663,388.443,1,1
562,224,9,22,95.7957,4877.26,0.10692,-1.11868,0.591016,0.513794,0.122968,1.12378,1.12376,0.123069,0.0112599,0.565416,0.574101,-9.47464,-0.876074,0.1809,-0.939984,1.63574,257.107,0,0.000171118,-3.75321e-10,186.915,36.5538,0.597826,6.40484,0.597826,0.121663,388.443,1,1
563,225,3,12,60.2048,315.38,1.32659,-2.18367,0.412296,0.674057,0.120205,2.55505,2.55496,0.131923,0.20938,4.69756,4.70067,-1.37758,-2.95354,1.0854,-1.87997,0.431141,257.78,1,0.00016249,-3.64429e-10,395.747,210.941,0.563879,6.28758,0.563879,0.00440265,368.18,1,1
564,226,4,19,24.7245,1509.12,0.014835,0.789953,0.520969,0.378077,0.188015,0.790092,0.790089,0.188344,0.0268011,1.95554,1.94394,-65.1277,14.5615,0,0.626656,-1.03828,50.9546,0,0.000160021,-3.61049e-10,-78.4787,14.3184,0.5543,6.1212,0.5543,-0.161977,407.311,1,1
565,227,2,7,93.8494,138.873,1.25477,-2.56674,0.405478,0.394735,0.128562,2.85703,2.8571,0.139758,0.419583,8.44185,8.44479,-3.15044,11.4955,1.2663,-2.81995,-0.0950559,29.3972,0,-0.000163279,-3.04357e-10,142.363,618.161,0.652751,7.25183,0.652751,0.968643,365.097,1,1
566,227,8,10,93.8494,357.772,-0.60979,2.73952,0.311195,0.612661,0.118989,2.80656,2.80653,0.120257,0.0813465,1.65768,1.66094,-3.95005,2.74307,-0.5427,2.19329,0.532506,202.266,1,-0.000163279,-3.04357e-10,-218.721,-471.232,0.652751,7.25183,0.652751,0.968643,365.097,1,1
567,228,0,28,95.8542,3480.51,0.824369,1.00602,0.371562,0.588481,0.161117,1.30064,1.30052,0.16184,0.035118,1.54121,1.54734,1.1555,0.443258,0.3618,0.626656,1.44652,370.195,0,0.000180005,-3.84937e-10,-200.324,-15.2826,0.633637,6.93966,0.633637,0.656483,379.28,1,1
568,228,3,9,95.8542,159.44,-2.45431,-1.35454,0.444769,0.379017,0.156238,2.80328,2.80344,0.160961,0.314231,6.43745,6.43568,0.413333,-2.81998,-2.7135,-1.56664,-0.110394,23.2332,1,0.000180005,-3.84937e-10,571.116,-185.456,0.633637,6.93966,0.633637,0.656483,379.28,1,1
569,228,6,21,95.8542,2005.71,0.149842,-1.52067,0.433241,0.549517,0.138197,1.52804,1.52802,0.138218,0.00688466,0.26487,0.258153,-10.6529,0.626713,0.1809,-1.56664,1.04672,217.792,0,0.000180005,-3.84937e-10,196.437,176.023,0.633637,6.93966,0.633637,0.656483,379.28,1,1
570,228,7,18,95.8542,1413.96,1.65953,0.65515,0.390886,0.568806,0.139455,1.78417,1.784,0.139584,0.0194354,0.626331,0.624208,0.407472,-0.174629,1.4472,0.626656,0.530487,160.691,0,0.000180005,-3.84937e-10,-232.169,112.703,0.633637,6.93966,0.633637,0.656483,379.28,1,1
571,229,4,17,24.5802,571.059,-1.02194,1.70533,0.388722,0.628335,0.133986,1.98809,1.98819,0.134438,0.0356805,1.03297,1.0283,-1.60248,0.561357,-0.9045,1.56664,0.518677,242.956,0,0.000189027,-3.92858e-10,-267.653,27.7343,0.670981,5.74648,0.670981,-0.536697,511.709,1,1
572,230,1,17,193.987,792.377,2.83187,1.22516,0.309459,0.582891,0.15881,3.08553,3.08537,0.159433,0.0774908,1.43792,1.43916,0.403153,0.692233,2.3517,0.939984,0.034306,142.574,0,0.000168369,-3.7201e-10,11.318,457.216,0.586929,5.78418,0.586929,-0.498997,412.312,1,1
573,230,3,7,193.987,214.752,-1.63765,-3.35673,0.404443,0.453356,0.112626,3.73491,3.73498,0.112678,0.0291649,0.445083,0.447404,2.09079,0.557558,-1.6281,-3.4466,0.287115,50.0472,1,0.000168369,-3.7201e-10,434.012,-549.184,0.586929,5.78418,0.586929,-0.498997,412.312,1,1
574,230,9,5,193.987,103.788,-2.66289,-2.10844,0.626941,0.274551,0.15444,3.39654,3.39667,0.15782,0.486113,8.22988,8.22812,0.580655,-4.66184,-2.7135,-2.19329,-0.327531,7.93093,0,0.000168369,-3.7201e-10,171.48,-649.568,0.586929,5.78418,0.586929,-0.498997,412.312,1,1
575,231,2,15,54.5887,451.149,-2.37768,-0.637832,0.29588,0.740452,0.130335,2.46175,2.46191,0.131246,0.0521537,1.21284,1.21386,0.291083,0.449992,-2.1708,-0.626656,0.356961,363.671,0,0.000169024,-3.72815e-10,305.915,-128.938,0.589517,7.15583,0.589517,0.872653,439.657,1,1
576,231,5,27,54.5887,1498.45,0.238553,1.67187,0.388986,0.715715,0.156581,1.68881,1.68878,0.156911,0.0245939,0.84011,0.834433,7.82747,-1.6202,0.1809,0.939984,0.910674,491.93,0,0.000169024,-3.72815e-10,-168.928,-158.67,0.589517,7.15583,0.589517,0.872653,439.657,1,1
577,232,4,13,23.466,1110.22,-0.690958,0.738883,0.515042,0.373145,0.138333,1.01162,1.01175,0.138395,0.0120891,0.67682,0.684628,-1.09501,-0.146935,-0.7236,0.626656,0.761156,40.9587,0,0.000188781,-3.92671e-10,-81.9077,-115.32,0.669949,6.62423,0.669949,0.341053,400.032,1,1
578,232,9,7,23.466,208.982,0.192737,-1.90631,0.497129,0.472561,0.111069,1.91603,1.91601,0.111284,0.028792,0.866637,0.861021,-11.6487,2.80948,0.1809,-1.56664,0.394484,57.4637,0,0.000188781,-3.92671e-10,335.564,153.405,0.669949,6.62423,0.669949,0.341053,400.032,1,1
579,233,3,12,46.6944,274.854,-1.66108,2.08625,0.380646,0.539575,0.128322,2.66676,2.66686,0.131295,0.141375,3.03619,3.03878,-1.40243,-2.01737,-1.2663,1.56664,0.290511,108.285,0,0.000153812,-3.52063e-10,-164.967,-357.974,0.530452,6.83232,0.530452,0.549143,451.676,1,1
580,233,7,20,46.6944,597.265,-1.31074,-1.7997,0.241101,0.64892,0.18782,2.22643,2.22652,0.191184,0.127984,3.29847,3.29527,1.21895,-1.67474,-1.2663,-1.56664,0.235227,256.902,1,0.000153812,-3.52063e-10,293.747,-1.62714,0.530452,6.83232,0.530452,0.549143,451.676,1,1
581,234,1,13,85.2949,436.233,-1.3451,-2.50948,0.330743,0.625275,0.123278,2.84724,2.84732,0.133277,0.235249,4.73624,4.73925,2.30474,4.89745,-1.4472,-2.50662,-0.087927,218.858,1,0.000169982,-3.73972e-10,102.757,-479.663,0.593315,5.34565,0.593315,-0.937527,418.306,1,1
582,234,3,14,85.2949,243.558,1.73765,-2.81324,0.25231,0.674792,0.159548,3.30663,3.30654,0.167724,0.260873,4.52261,4.52511,-1.36508,-3.65845,1.4472,-2.50662,0.277522,251.878,1,0.000169982,-3.73972e-10,505.272,-244.327,0.593315,5.34565,0.593315,-0.937527,418.306,1,1
583,235,0,17,188.934,710.737,2.16199,-2.13564,0.296133,0.643883,0.146164,3.03894,3.03904,0.146358,0.0364919,0.686095,0.688008,-1.01176,0.429233,1.809,-1.87997,-0.060916,225.688,1,-0.000144376,-2.85764e-10,486.613,27.374,0.566944,5.62637,0.566944,-0.656817,446.051,1,1
584,235,3,14,188.934,743.719,2.47771,1.86133,0.25632,0.67925,0.136161,3.09897,3.09908,0.136302,0.0288136,0.534316,0.532713,0.736739,0.29764,2.5326,1.87997,-0.242283,245.264,0,-0.000144376,-2.85764e-10,-30.5332,440.212,0.566944,5.62637,0.566944,-0.656817,446.051,1,1
585,235,4,13,188.934,407.365,-1.49704,-3.10164,0.326678,0.587906,0.137825,3.44402,3.44396,0.140293,0.157863,2.62938,2.62722,2.34045,3.33433,-1.6281,-3.4466,0.0990714,147.468,1,-0.000144376,-2.85764e-10,289.373,-509.791,0.566944,5.62637,0.566944,-0.656817,446.051,1,1
586,235,5,10,188.934,216.418,-1.01978,-3.34219,0.33085,0.604885,0.121404,3.49431,3.49427,0.121806,0.0583323,0.958787,0.956523,3.48527,1.75796,-1.0854,-3.75993,-0.206292,164.998,1,-0.000144376,-2.85764e-10,420.35,-528.031,0.566944,5.62637,0.566944,-0.656817,446.051,1,1
587,235,9,23,188.934,2208.56,-1.26505,-1.80789,0.225832,0.649149,0.177592,2.20655,2.20646,0.177906,0.0373293,0.966314,0.969386,1.379,-0.525608,-0.7236,-1.25331,0.368773,231.554,1,-0.000144376,-2.85764e-10,111.719,-280.674,0.566944,5.62637,0.566944,-0.656817,446.051,1,1
588,236,3,14,41.6336,286.006,1.54589,2.15588,0.336482,0.569178,0.156595,2.65285,2.65294,0.164375,0.24228,5.23708,5.23984,1.70408,-3.96712,1.4472,1.87997,0.134321,129.74,0,-0.000157451,-2.99447e-10,-406.579,-51.5153,0.625735,6.93792,0.625735,0.654733,412.55,1,1
589,236,4,10,41.6336,215.47,2.0497,-1.86411,0.352945,0.578167,0.119264,2.77059,2.7707,0.119421,0.0299288,0.621104,0.618913,-0.889839,-0.333353,1.6281,-1.56664,-0.0114277,135.796,0,-0.000157451,-2.99447e-10,88.7001,451.285,0.625735,6.93792,0.625735,0.654733,412.55,1,1
590,237,3,15,61.1353,501.442,-1.88316,-0.753442,0.424452,0.54666,0.148635,2.02829,2.02814,0.149443,0.0598425,1.68908,1.69082,0.366285,-0.527943,-1.4472,-0.626656,0.325451,120.143,1,-0.000165617,-3.06103e-10,200.416,-274.451,0.663745,6.45074,0.663745,0.167553,383.658,1,1
591,237,8,6,61.1353,98.282,-3.35891,0,0.442166,0.609285,0,3.35891,3.35874,5.55278e-11,3.06103e-10,0,5.22171e-09,-nan,-nan,-2.5326,0,-nan,nan,1,-0.000165617,-3.06103e-10,102.255,-572.08,0.663745,6.45074,0.663745,0.167553,383.658,1,1
592,238,0,9,38.3762,232.007,1.64686,1.69059,0.397583,0.494251,0.123179,2.36014,2.36002,0.123392,0.0357947,0.866288,0.869044,0.995973,0.417593,1.6281,1.56664,0.288915,68.1646,0,0.00015846,-3.58855e-10,-317.924,248.455,0.548272,6.31467,0.548272,0.0314927,344.685,1,1
593,239,0,22,110.775,3670.77,0.555008,-1.01582,0.661561,0.453434,0.104749,1.15755,1.15746,0.106469,0.050007,2.48438,2.47619,-2.03529,0.943479,0.5427,-0.939984,1.31722,115.935,0,0.000188473,-3.92429e-10,217.86,13.7707,0.668656,5.95175,0.668656,-0.331427,382.032,1,1
594,239,2,20,110.775,4739.95,0.269886,-1.03203,0.641929,0.385005,0.12863,1.06674,1.06669,0.130533,0.0652959,3.49967,3.50946,-3.04961,-1.73287,0.1809,-0.939984,1.59167,84.4917,0,0.000188473,-3.92429e-10,177.087,-19.0483,0.668656,5.95175,0.668656,-0.331427,382.032,1,1
595,239,3,22,110.775,1521.77,-0.694891,1.84177,0.393371,0.62929,0.149535,1.9685,1.96856,0.149762,0.026582,0.778835,0.773703,-2.54514,0.606711,-0.5427,1.56664,0.922189,314.949,1,0.000188473,-3.92429e-10,-329.379,9.68063,0.668656,5.95175,0.668656,-0.331427,382.032,1,1
596,240,2,28,101.503,5477.64,-0.686972,0.351587,0.599752,0.395184,0.161111,0.771715,0.771578,0.161973,0.0356776,2.6451,2.65029,-0.454839,0.324419,-0.5427,0.313328,1.7742,108.472,1,-0.000153404,-2.9559e-10,-52.547,-54.3613,0.607286,6.09999,0.607286,-0.183197,411.962,1,1
597,240,9,14,101.503,285.759,0.986606,3.09466,0.308557,0.652059,0.170057,3.24812,3.24817,0.173199,0.169451,2.99295,2.99037,2.64982,3.98284,0.9045,2.81995,0.0372774,215.138,1,-0.000153404,-2.9559e-10,-516.173,241.471,0.607286,6.09999,0.607286,-0.183197,411.962,1,1
598,241,2,15,29.6525,695.757,-0.782949,1.34372,0.563468,0.493233,0.109617,1.55518,1.55511,0.109686,0.0125677,0.458571,0.463044,-1.68508,0.202232,-0.7236,1.25331,0.703202,101.016,0,-0.000140536,-2.81108e-10,-229.565,10.5541,0.550098,5.77917,0.550098,-0.504017,389.911,1,1
599,241,3,12,29.6525,301.42,2.09007,0.69313,0.358274,0.553829,0.137964,2.20201,2.20214,0.138232,0.0353224,0.917915,0.919066,0.349509,-0.309856,1.809,0.626656,-0.089173,127.14,0,-0.000140536,-2.81108e-10,38.7972,310.208,0.550098,5.77917,0.550098,-0.504017,389.911,1,1
600,241,8,8,29.6525,165.702,-1.63898,-2.1119,0.42055,0.572288,0.0954987,2.67327,2.67319,0.0963766,0.061486,1.32036,1.31798,1.35174,0.858824,-1.4472,-1.87997,0.118779,132.379,0,-0.000140536,-2.81108e-10,201.386,-371.346,0.550098,5.77917,0.550098,-0.504017,389.911,1,1
601,242,4,8,25.6648,185.012,2.09235,-0.573157,0.439534,0.411804,0.126821,2.16943,2.16956,0.136681,0.282253,7.47424,7.4752,-0.420228,2.53818,2.1708,-0.626656,-0.281273,35.7499,1,-0.000137401,-2.77108e-10,207.944,215.729,0.536478,5.7891,0.536478,-0.494087,426.948,1,1
602,242,7,14,25.6648,1485.16,-0.52462,-1.00176,0.654425,0.420961,0.114781,1.13081,1.13075,0.119542,0.0932505,4.73659,4.73043,2.36682,1.98941,-0.5427,-0.939984,1.28117,80.2024,0,-0.000137401,-2.77108e-10,96.141,-117.377,0.536478,5.7891,0.536478,-0.494087,426.948,1,1
603,243,0,16,55.7626,494.597,1.97002,-1.09071,0.42239,0.601115,0.143024,2.2518,2.25164,0.14423,0.0717749,1.82436,1.82671,-0.512762,-0.668015,1.6281,-0.939984,0.715437,219.921,1,0.000190982,-3.94311e-10,319.433,186.016,0.679218,5.85789,0.679218,-0.425287,368.317,1,1
604,243,5,12,55.7626,501.731,-0.870506,2.03414,0.409941,0.54336,0.123547,2.21258,2.21266,0.128764,0.151724,3.93645,3.93191,-1.95376,2.76433,-0.7236,1.87997,0.621434,134.967,0,0.000190982,-3.94311e-10,-412.854,42.1657,0.679218,5.85789,0.679218,-0.425287,368.317,1,1
605,243,9,9,55.7626,194.987,-1.96322,-1.61925,0.416469,0.528289,0.108314,2.54484,2.54498,0.108802,0.0506429,1.14295,1.14021,0.791812,-0.536879,-1.4472,-1.25331,-0.0476922,83.4546,1,0.000190982,-3.94311e-10,186.127,-461.496,0.679218,5.85789,0.679218,-0.425287,368.317,1,1
606,244,1,44,101.438,8177.1,1.27972,0.322162,0.57821,0.589308,0.161914,1.31965,1.31979,0.165046,0.0745283,3.23872,3.23721,0.192416,0.629544,0.9045,0.313328,1.71511,442.096,1,-0.000142831,-2.83922e-10,39.1272,117.002,0.560145,5.67512,0.560145,-0.608067,504.263,1,1
607,244,3,27,101.438,1369.63,2.38413,0.871385,0.302032,0.75113,0.164457,2.53838,2.53852,0.164986,0.0457464,1.03147,1.03258,0.386038,-0.406149,2.3517,0.939984,0.340538,432.26,0,-0.000142831,-2.83922e-10,53.4279,270.489,0.560145,5.67512,0.560145,-0.608067,504.263,1,1
608,245,0,12,163.104,319.229,-3.57429,0.139692,0.267676,0.540781,0.151263,3.57702,3.57719,0.152196,0.115968,1.85768,1.85778,-0.0716073,-0.963956,-3.618,0,-0.00684998,99.1603,1,0.000166063,-3.69117e-10,-287.235,-456.914,0.577847,5.76533,0.577847,-0.517847,411.764,1,1
609,245,1,32,163.104,6027.23,0.349798,1.3323,0.583661,0.537845,0.156341,1.37745,1.37741,0.156344,0.0026139,0.102048,0.10873,3.78133,0.0795678,0.1809,0.939984,1.37142,241.222,0,0.000166063,-3.69117e-10,-151.677,140.11,0.577847,5.76533,0.577847,-0.517847,411.764,1,1
610,245,3,9,163.104,184.44,-3.44025,0.634243,0.335209,0.518479,0.14304,3.49822,3.49839,0.151254,0.345135,5.66225,5.66175,-0.0836821,2.87194,-2.8944,0.626656,-0.104292,85.4226,1,0.000166063,-3.69117e-10,-399.008,-429.836,0.577847,5.76533,0.577847,-0.517847,411.764,1,1
611,245,9,12,163.104,430.557,-1.02207,-3.185,0.272454,0.574191,0.161008,3.34497,3.34502,0.162194,0.118802,2.03805,2.03534,2.77312,-2.90777,-1.0854,-3.13328,-0.304397,146.911,1,0.000166063,-3.69117e-10,427.207,-418.507,0.577847,5.76533,0.577847,-0.517847,411.764,1,1
612,246,2,25,111.726,1317.9,-2.47298,-0.475924,0.311241,0.740736,0.166203,2.51835,2.51851,0.166364,0.0254931,0.580637,0.579976,0.181961,-0.215089,-1.9899,-0.313328,0.592312,444.451,0,0.000153875,-3.52158e-10,160.194,-256.218,0.530693,6.62943,0.530693,0.346253,441.409,1,1
613,246,4,9,111.726,198.615,2.97726,-0.827194,0.481132,0.397537,0.173655,3.09004,3.08989,0.177886,0.333251,6.19076,6.19152,-0.164411,-2.80017,3.0753,-0.939984,-0.217627,30.4579,1,0.000153875,-3.52158e-10,-8.78109,499.927,0.530693,6.62943,0.530693,0.346253,441.409,1,1
614,246,6,14,111.726,338.671,-1.4401,3.0427,0.312699,0.590829,0.159355,3.36629,3.36635,0.160347,0.105326,1.79533,1.79296,-1.95221,1.91813,-1.4472,3.13328,0.164498,158.332,1,0.000153875,-3.52158e-10,-380.554,-346.433,0.530693,6.62943,0.530693,0.346253,441.409,1,1
615,247,2,17,158.238,491.971,-2.40362,1.6397,0.292129,0.621321,0.177896,2.90964,2.90979,0.181609,0.178591,3.52088,3.51878,-0.595649,1.72458,-1.809,1.25331,0.159046,178.737,1,0.000188897,-3.9276e-10,-328.001,-419.887,0.670435,6.34969,0.670435,0.0665127,364.665,1,1
616,247,5,25,158.238,1314.33,-0.375035,2.26424,0.365125,0.682824,0.161219,2.29509,2.29512,0.162609,0.0733948,1.83721,1.83255,-5.03103,3.12956,-0.3618,1.87997,0.67249,336.983,1,0.000188897,-3.9276e-10,-415.929,-83.6836,0.670435,6.34969,0.670435,0.0665127,364.665,1,1
