clean_number,event_number,axis_scatter,numb_pix,energy,size,Xc[0],Yc[0],con2,length[0],width[0],dist[0],dist[1],azwidth[1],miss[1],alpha[0],alpha[1],a_axis[0],b_axis[0],x_max_coord,y_max_coord,skewness,kurtosis,edge,source_x,source_y,x_ground,y_ground,tel_tet,tel_fi,source_tet,source_fi,Xmax,num_islands,con_selected_island
3007,1221,5,13,133.326,285.845,2.37419,-2.74085,0.338953,0.488172,0.170279,3.62616,3.62606,0.17135,0.151635,2.3986,2.3967,-1.25712,2.02137,2.3517,-2.81995,-0.162562,65.3283,1,0.000159246,-3.59965e-10,344.359,412.321,0.551304,6.52146,0.551304,0.238283,489.024,1,1
3008,1221,9,7,133.326,148.303,3.10706,-0.733703,0.481548,0.361368,0.144614,3.19252,3.19236,0.150712,0.409085,7.36175,7.36241,-0.103776,-3.41016,3.2562,-0.626656,-0.549973,21.1636,1,0.000159246,-3.59965e-10,14.5661,484.344,0.551304,6.52146,0.551304,0.238283,489.024,1,1
3009,1222,1,13,33.5156,401.966,-0.352259,-1.92537,0.399999,0.550498,0.13322,1.95733,1.9573,0.134008,0.05318,1.56162,1.55693,6.45487,2.88904,-0.3618,-1.87997,0.30322,110.984,0,-0.000163164,-3.04268e-10,292.089,-161.827,0.65221,5.92246,0.65221,-0.360727,438.514,1,1
3010,1222,8,8,33.5156,211.105,-1.63564,1.69909,0.383364,0.517974,0.14221,2.35844,2.35832,0.143299,0.0834683,2.02544,2.0283,-0.967866,0.961882,-1.9899,2.19329,0.144648,68.6437,1,-0.000163164,-3.04268e-10,-384.19,-113.093,0.65221,5.92246,0.65221,-0.360727,438.514,1,1
3011,1224,1,7,99.8208,190.343,1.11003,-2.84422,0.380355,0.416292,0.115798,3.05316,3.05309,0.124478,0.348683,6.56097,6.55787,-3.79596,11.3551,1.0854,-2.50662,-0.0926252,34.3738,0,0.000177271,-3.82161e-10,585.029,-112.662,0.622522,5.79024,0.622522,-0.492937,448.879,1,1
3012,1224,8,9,99.8208,314.144,2.90669,0.549428,0.430392,0.475303,0.123932,2.95816,2.95799,0.123976,0.0212404,0.412065,0.411427,0.196481,-0.179779,2.8944,0.626656,-0.183214,68.0525,0,0.000177271,-3.82161e-10,111.009,429.934,0.622522,5.79024,0.622522,-0.492937,448.879,1,1
3013,1225,1,6,183.919,163.528,-2.78015,-1.8482,0.496588,0.355597,0.121159,3.33842,3.33829,0.121509,0.0920391,1.58144,1.57989,0.70534,0.934874,-2.8944,-1.87997,-0.178482,15.0384,0,-0.000163217,-3.04309e-10,-1.19786,-632.113,0.65246,5.59104,0.65246,-0.692147,430.985,1,1
3014,1225,2,16,183.919,1057.52,2.55646,0.2238,0.322442,0.583556,0.149681,2.56624,2.5664,0.149908,0.0374963,0.837466,0.837149,0.072832,0.311837,2.3517,0.313328,0.247204,158.401,1,-0.000163217,-3.04309e-10,202.348,306.4,0.65246,5.59104,0.65246,-0.692147,430.985,1,1
3015,1225,3,27,183.919,2295.63,1.19663,-1.82375,0.316778,0.7107,0.158361,2.18128,2.18137,0.160264,0.0775365,2.04059,2.037,-1.41178,-1.11421,0.7236,-1.25331,0.909092,512.59,1,-0.000163217,-3.04309e-10,320.175,-63.6229,0.65246,5.59104,0.65246,-0.692147,430.985,1,1
3016,1225,4,7,183.919,187.628,2.94576,2.1896,0.466087,0.339157,0.156362,3.67041,3.67054,0.156403,0.0437976,0.685201,0.683681,0.724901,0.449526,3.0753,2.19329,-0.0941182,13.2937,0,-0.000163217,-3.04309e-10,-42.1463,665.193,0.65246,5.59104,0.65246,-0.692147,430.985,1,1
3017,1225,8,23,183.919,1740.66,-2.39557,-0.219027,0.23939,0.633245,0.1769,2.40556,2.4054,0.176921,0.0106789,0.254722,0.254368,0.0959148,0.0890839,-1.9899,-0.313328,0.29248,203.046,0,-0.000163217,-3.04309e-10,-171.949,-258.157,0.65246,5.59104,0.65246,-0.692147,430.985,1,1
3018,1225,9,13,183.919,770.333,-2.33585,-1.41852,0.343271,0.543295,0.134798,2.73283,2.73269,0.134827,0.0145314,0.302902,0.304678,0.600067,-0.139709,-2.1708,-1.25331,0.190928,104.604,1,-0.000163217,-3.04309e-10,-19.5926,-437.23,0.65246,5.59104,0.65246,-0.692147,430.985,1,1
3019,1226,1,10,33.7602,372.078,0.984772,1.48752,0.371008,0.41071,0.156924,1.78396,1.78404,0.157713,0.0740395,2.3827,2.37851,1.38205,1.04908,0.7236,1.25331,0.030246,34.5134,0,-0.000156452,-2.98528e-10,-313.016,4.23911,0.621159,6.7711,0.621159,0.487913,382.69,1,1
3020,1226,4,11,33.7602,167.422,2.05314,-1.46525,0.285703,0.536529,0.151593,2.52236,2.52249,0.152117,0.061841,1.40273,1.40479,-0.751279,0.640391,1.809,-1.25331,-0.125612,100.138,0,-0.000156452,-2.98528e-10,101.652,426.14,0.621159,6.7711,0.621159,0.487913,382.69,1,1
3021,1226,6,16,33.7602,1743.83,-1.01846,0.0038805,0.748054,0.351543,0.111364,1.01846,1.01831,0.111409,0.00968773,0.545062,0.545096,0.00570302,0.0803381,-0.7236,0,1.2679,45.7118,0,-0.000156452,-2.98528e-10,73.6412,-142.651,0.621159,6.7711,0.621159,0.487913,382.69,1,1
3022,1227,2,9,68.3196,187.213,-1.42027,-3.24607,0.389214,0.557677,0.117031,3.54318,3.54326,0.117441,0.063709,1.02743,1.03025,2.40192,1.37063,-1.6281,-3.4466,-0.6097,132.955,1,0.000190765,-3.94156e-10,346.038,-547.921,0.678302,5.60939,0.678302,-0.673787,488.944,1,1
3023,1227,7,17,68.3196,1079.68,1.97528,-0.790185,0.416056,0.567824,0.133692,2.12747,2.12729,0.134312,0.0496666,1.33973,1.33782,-0.427423,0.448546,1.809,-0.626656,0.435273,148.878,1,0.000190765,-3.94156e-10,239.059,111.65,0.678302,5.60939,0.678302,-0.673787,488.944,1,1
3024,1227,8,6,68.3196,160.436,-1.68888,3.48223,0.429685,0.491969,0.0921357,3.87018,3.87026,0.115325,0.55548,8.25443,8.25189,-1.47545,8.21203,-1.4472,3.13328,-0.128706,57.1165,1,0.000190765,-3.94156e-10,-538.316,171.706,0.678302,5.60939,0.678302,-0.673787,488.944,1,1
3025,1228,0,25,155.181,1926.03,-1.72779,1.52379,0.36193,0.693626,0.157237,2.30374,2.30386,0.157326,0.0180719,0.452206,0.449441,-0.867997,0.199636,-1.4472,1.25331,0.711011,393.533,1,0.000168092,-3.7167e-10,-197.498,-232.812,0.585835,6.39726,0.585835,0.114083,419.547,1,1
3026,1228,5,12,155.181,374.562,-1.11828,3.27027,0.395454,0.467691,0.151194,3.45618,3.45623,0.164564,0.507403,8.44462,8.44199,-1.93557,9.16887,-0.9045,2.81995,0.0757259,60.2221,1,0.000168092,-3.7167e-10,-534.368,-218.984,0.585835,6.39726,0.585835,0.114083,419.547,1,1
3027,1229,0,15,75.1773,429.304,1.2102,-2.3106,0.318313,0.683752,0.143146,2.60834,2.60842,0.143707,0.0494929,1.08388,1.08721,-2.00045,0.914982,1.0854,-1.87997,0.405717,270.645,1,-0.000171337,-3.09795e-10,477.306,44.4742,0.691051,5.9998,0.691051,-0.283387,393.44,1,1
3028,1229,2,13,75.1773,564.674,0.394433,2.39997,0.377283,0.613779,0.143885,2.43217,2.4322,0.143964,0.0193534,0.459901,0.455918,5.79362,0.951718,0.3618,1.87997,0.652971,234.615,0,-0.000171337,-3.09795e-10,-406.435,178.094,0.691051,5.9998,0.691051,-0.283387,393.44,1,1
3029,1229,5,8,75.1773,200.426,2.41338,-2.02904,0.411319,0.429991,0.123981,3.153,3.15313,0.12478,0.107985,1.96059,1.96259,-0.900906,1.2039,2.1708,-1.87997,0.31698,45.9067,1,-0.000171337,-3.09795e-10,497.29,240.065,0.691051,5.9998,0.691051,-0.283387,393.44,1,1
3030,1230,2,7,43.8752,115.373,2.36899,0.871025,0.472554,0.430095,0.110807,2.52405,2.5242,0.110893,0.0265252,0.603421,0.602094,0.355768,0.233948,2.3517,0.939984,-0.000176012,35.2714,0,-0.000169397,-3.08637e-10,95.4334,491.459,0.681724,5.65272,0.681724,-0.630467,364.785,1,1
3031,1231,3,22,149.793,2136.86,0.679757,-1.51155,0.340309,0.556413,0.163453,1.65736,1.65728,0.165943,0.0892336,3.09254,3.08648,-2.58869,2.05747,0.5427,-0.939984,0.840169,178.673,0,0.000191935,-3.94986e-10,287.732,84.7073,0.683252,6.23346,0.683252,-0.0497173,390.361,1,1
3032,1231,5,17,149.793,716.221,0.628518,2.50989,0.326574,0.673783,0.128994,2.58739,2.58734,0.129249,0.0317398,0.707007,0.702884,4.21331,-1.14638,0.5427,2.19329,0.0619896,310.119,0,0.000191935,-3.94986e-10,-503.028,125.886,0.683252,6.23346,0.683252,-0.0497173,390.361,1,1
3033,1231,6,27,149.793,5715.17,-1.09493,0.187347,0.498145,0.468315,0.155887,1.11084,1.11103,0.156774,0.0418983,2.15954,2.16121,-0.21017,-0.354671,-0.7236,0,1.39182,147.719,0,0.000191935,-3.94986e-10,-49.9601,-164.908,0.683252,6.23346,0.683252,-0.0497173,390.361,2,0.995476
3034,1231,7,29,149.793,6483.97,-0.270613,1.01516,0.605964,0.390909,0.145671,1.05061,1.05066,0.147196,0.0612072,3.34983,3.33971,-3.02794,1.62321,-0.1809,0.939984,1.56336,91.4987,0,0.000191935,-3.94986e-10,-174.735,-29.7714,0.683252,6.23346,0.683252,-0.0497173,390.361,1,1
3035,1233,8,75,84.7939,11804.9,0.32682,0.973876,0.311679,0.640299,0.26454,1.02725,1.0273,0.264548,0.00367909,0.213643,0.205194,2.94342,0.0987342,0.3618,0.626656,1.74835,709.534,1,-0.000159785,-3.01508e-10,-52.4558,-37.6435,0.636489,7.15335,0.636489,0.870163,579.386,1,1
3036,1234,1,26,28.3152,1211.61,0.552994,1.4246,0.369786,0.904156,0.154716,1.52817,1.52822,0.158332,0.0577202,2.15932,2.16455,2.89508,-1.46235,0.3618,0.626656,1.0271,1256.82,0,-0.000149776,-2.91837e-10,-157.007,117.05,0.590941,5.94948,0.590941,-0.333707,376.987,1,1
3037,1235,1,9,103.44,240.601,2.62916,-1.53077,0.451257,0.45142,0.150993,3.04232,3.04244,0.152915,0.172866,3.25589,3.2572,-0.661008,1.71747,2.1708,-1.25331,-0.0860533,45.1692,1,-0.000138078,-2.77985e-10,110.433,496.365,0.539408,6.65019,0.539408,0.367003,399.517,1,1
3038,1235,8,12,103.44,355.164,-1.84796,-2.01212,0.375401,0.476763,0.143141,2.73196,2.73186,0.143788,0.0819057,1.72021,1.71808,1.15669,1.03977,-1.9899,-2.19329,0.111644,61.4011,1,-0.000138078,-2.77985e-10,457.486,-145.198,0.539408,6.65019,0.539408,0.367003,399.517,1,1
3039,1236,2,22,158.368,995.011,1.28481,-2.33571,0.314687,0.746272,0.145483,2.66575,2.66567,0.146069,0.0475942,1.02628,1.02304,-1.89766,0.849225,1.0854,-1.87997,0.487719,438.385,1,0.000171846,-3.76173e-10,210.988,359.137,0.600726,6.89855,0.600726,0.615373,413.74,1,1
3040,1236,4,12,158.368,518.124,1.03627,-2.3894,0.403402,0.466536,0.136161,2.60443,2.60436,0.136951,0.0857154,1.8826,1.88607,-2.11278,-1.65834,0.9045,-2.19329,0.0739107,60.6607,0,0.000171846,-3.76173e-10,267.424,393.685,0.600726,6.89855,0.600726,0.615373,413.74,1,1
3041,1236,7,28,158.368,1393.01,-1.03674,-2.33225,0.286935,0.798113,0.168419,2.5523,2.55237,0.168602,0.0257156,0.57375,0.577275,2.31169,0.533772,-0.9045,-2.19329,0.52592,601.28,1,0.000171846,-3.76173e-10,364.647,94.6439,0.600726,6.89855,0.600726,0.615373,413.74,1,1
3042,1236,9,25,158.368,1485.98,-0.847497,-2.31763,0.342195,0.789773,0.155827,2.46772,2.46778,0.155829,0.00201362,0.0430042,0.0467513,2.74105,0.0448113,-0.7236,-1.87997,0.574077,558.436,1,0.000171846,-3.76173e-10,358.773,117.303,0.600726,6.89855,0.600726,0.615373,413.74,1,1
3043,1237,0,16,25.7532,1640.6,-0.86353,0.429344,0.58797,0.409235,0.130902,0.964375,0.964534,0.134689,0.0788984,4.6967,4.69201,-0.398751,0.704895,-0.5427,0.313328,1.30199,80.849,1,0.000177102,-3.81983e-10,0.707953,-99.9134,0.621839,6.86227,0.621839,0.579093,435.744,1,1
3044,1238,1,8,80.8683,205.44,-2.22311,2.43177,0.423423,0.43075,0.125198,3.29481,3.2947,0.126162,0.124476,2.16325,2.16519,-1.01418,1.46878,-1.9899,2.19329,-0.288691,42.6668,0,-0.000151379,-2.93529e-10,-537.244,53.6207,0.598139,5.53788,0.598139,-0.745307,437.72,1,1
3045,1238,6,24,80.8683,2805.1,-0.122591,1.46736,0.451994,0.556841,0.15185,1.47248,1.47246,0.152322,0.0329115,1.28661,1.28074,-16.4012,-4.50474,0,1.25331,1.01011,212.472,1,-0.000151379,-2.93529e-10,-165.456,132.649,0.598139,5.53788,0.598139,-0.745307,437.72,1,1
3046,1238,8,12,80.8683,342.912,-2.29661,2.12518,0.320724,0.575923,0.133316,3.12903,3.12892,0.135193,0.125354,2.29418,2.29606,-0.853644,1.36556,-2.3517,2.19329,0.206922,127.392,1,-0.000151379,-2.93529e-10,-473.356,6.93717,0.598139,5.53788,0.598139,-0.745307,437.72,1,1
3047,1239,0,17,95.5608,569.557,2.42813,0.784559,0.331191,0.746392,0.134005,2.55173,2.5519,0.135558,0.0711262,1.59833,1.59715,0.292571,0.614908,1.809,0.626656,0.408025,394.129,0,-0.000171281,-3.09763e-10,149.022,379.719,0.690782,5.51508,0.690782,-0.768107,363.569,1,1
3048,1239,1,19,95.5608,519.436,1.93977,-1.65261,0.285065,0.675002,0.147699,2.5483,2.54843,0.148836,0.0710511,1.59514,1.59763,-0.901186,0.791804,1.4472,-1.25331,0.390131,295.983,1,-0.000171281,-3.09763e-10,459.115,-12.9752,0.690782,5.51508,0.690782,-0.768107,363.569,1,1
